"health_district","hd_rural","year","total_pop","over_65","under_18","hispanic","black","no_ba","unempl","in_pov","median_hh_income","no_health_ins","snap","rent_under_30","have_internet_sub","total_jobs","perc_ba_jobs","perc_jobs_young_firms","bphigh_crudeprev","cancer_crudeprev","obesity_crudeprev","diabetes_crudeprev","mhlth_crudeprev","phlth_crudeprev","fid","health_access","region_type","name","id"
"Alexandria","urban","2015",149315,9.7525,17.7203,16.561,21.3749,38.6343,4.4056,8.3422,89134,14.3386,4.8685,54.462,88.7465,91189,0.3531,0.0825,26.5,5.7,27.1,8.3,10.9,9.1,1,0.4553,"urban","Alexandria","1"
"Alexandria","urban","2016",151473,10.0176,18.0309,16.7416,21.5735,37.9112,3.8985,9.7749,89200,14.2642,5.4567,53.2717,88.7465,94286,0.3607,0.0854,26.5,5.7,27.1,8.3,10.9,9.1,1,0.2498,"urban","Alexandria","1"
"Alexandria","urban","2017",154710,10.4964,18.0583,16.741,22.0561,38.1663,3.8068,10.4732,93370,13.7246,5.3202,54.5117,88.7465,93704,0.3574,0.0896,26.5,5.7,27.1,8.3,10.9,9.1,1,0.6007,"urban","Alexandria","1"
"Alexandria","urban","2018",156505,10.8259,18.3144,16.7707,21.8817,37.8967,3.1847,10.5928,96733,12.4059,5.0815,55.2463,89.8012,91009,0.3525,0,26.5,5.7,27.1,8.3,10.9,9.1,1,0.3708,"urban","Alexandria","1"
"Alexandria","urban","2019",157613,11.2719,18.166,16.6922,21.7539,36.9035,2.9638,10.3084,100939,10.9486,4.7678,56.5938,91.6102,91009,0.3525,0,26.5,5.7,27.1,8.3,10.9,9.1,1,0.4748,"urban","Alexandria","1"
"Alleghany","mixed","2015",178967,19.2203,20.6943,2.2507,5.7022,71.1715,4.9703,10.1332,49187.3333,7.3523,8.5215,53.23,76.6369,80718,0.1995,0.0723,34.9133,8.4948,31.6669,11.5072,12.6064,12.8419,2,0.5404,"mixed","Alleghany","2"
"Alleghany","mixed","2016",178901,19.8015,20.3677,2.3175,5.6053,71.1297,4.6828,9.7178,49157,7.1189,8.5654,55.4252,76.6369,82007,0.2025,0.0792,34.9133,8.4948,31.6669,11.5072,12.6064,12.8419,2,0.0764,"mixed","Alleghany","2"
"Alleghany","mixed","2017",178384,20.156,20.1582,2.4273,5.6059,70.2272,4.5723,9.4574,52658.1667,6.4141,8.7475,54.9169,76.6369,80249,0.2021,0.0711,34.9133,8.4948,31.6669,11.5072,12.6064,12.8419,2,0.2738,"mixed","Alleghany","2"
"Alleghany","mixed","2018",178305,20.6494,19.8559,2.5064,5.4435,69.9632,4.0479,9.1355,55628.6667,5.7813,7.5878,55.3375,78.4701,81899,0.2001,0,34.9133,8.4948,31.6669,11.5072,12.6064,12.8419,2,0.7566,"mixed","Alleghany","2"
"Alleghany","mixed","2019",178348,21.1799,19.7799,2.6179,5.5453,69.6133,3.3989,8.4701,56876.5,5.4647,7.5304,54.1854,81.3357,81899,0.2001,0,34.9133,8.4948,31.6669,11.5072,12.6064,12.8419,2,0.0016,"mixed","Alleghany","2"
"Arlington","urban","2015",223945,9.0759,16.6527,15.4632,8.4556,27.1152,3.6156,9.0393,105763,9.6731,4.3762,58.3315,90.2424,151123,0.3376,0.0871,23.4,5.3,20.1,6.8,9.9,7.6,3,0.6712,"urban","Arlington","3"
"Arlington","urban","2016",226092,9.3281,17.0493,15.3813,8.6146,26.3354,3.3376,8.7463,108706,8.5848,4.3691,58.2046,90.2424,152644,0.3485,0.0938,23.4,5.3,20.1,6.8,9.9,7.6,3,0.9144,"urban","Arlington","3"
"Arlington","urban","2017",229534,9.8256,17.2968,15.5476,8.8344,25.8666,3.1449,8.1602,112138,7.84,4.2391,58.2372,90.2424,154139,0.3439,0.0938,23.4,5.3,20.1,6.8,9.9,7.6,3,0.9658,"urban","Arlington","3"
"Arlington","urban","2018",231803,10.1306,17.5912,15.6081,8.9632,25.4387,2.8736,7.1508,117374,6.6018,3.7922,59.0083,90.7006,160028,0.3397,0,23.4,5.3,20.1,6.8,9.9,7.6,3,0.0859,"urban","Arlington","3"
"Arlington","urban","2019",233464,10.4791,17.8045,15.5806,9.1492,24.7007,2.6563,6.785,120071,5.9099,3.526,59.2738,91.5315,160028,0.3397,0,23.4,5.3,20.1,6.8,9.9,7.6,3,0.1068,"urban","Arlington","3"
"Central Shenandoah","mixed","2015",291577,16.7102,19.7872,6.2971,5.2689,74.7411,5.2752,15.9562,43311.2,12.9169,10.3309,45.2065,70.86,124963,0.1876,0.0744,32.95,7.5074,32.5795,11.2655,14.4131,13.4431,4,0.3007,"mixed","Central Shenandoah","4"
"Central Shenandoah","mixed","2016",293220,17.155,19.6054,6.5436,5.1241,73.6347,5.2079,15.824,44628.3,12.2634,10.0325,46.3775,70.86,128271,0.1914,0.0787,32.95,7.5074,32.5795,11.2655,14.4131,13.4431,4,0.1928,"mixed","Central Shenandoah","4"
"Central Shenandoah","mixed","2017",294719,17.4325,19.581,6.8384,5.4228,73.6545,4.5938,14.5749,46322.7,12.1325,9.6846,47.7865,70.86,128346,0.1867,0.0894,32.95,7.5074,32.5795,11.2655,14.4131,13.4431,4,0.2082,"mixed","Central Shenandoah","4"
"Central Shenandoah","mixed","2018",296539,17.8253,19.4659,7.1073,5.63,72.9188,4.0323,14.2827,47663,11.1565,9.715,48.1673,73.231,128248,0.1894,0,32.95,7.5074,32.5795,11.2655,14.4131,13.4431,4,0.4018,"mixed","Central Shenandoah","4"
"Central Shenandoah","mixed","2019",298014,18.1834,19.3501,7.3486,5.8548,72.6882,3.8731,13.9109,49688.8,10.0581,9.1815,49.705,76.1331,128248,0.1894,0,32.95,7.5074,32.5795,11.2655,14.4131,13.4431,4,0.3188,"mixed","Central Shenandoah","4"
"Central Virginia","mixed","2015",256989,16.9073,20.5009,2.3122,17.2626,75.0254,6.6241,15.6347,47997,10.9739,12.9269,41.2871,69.9979,92377,0.1749,0.0709,35.2018,7.5221,32.8851,11.9736,14.1656,13.3955,5,0.7449,"mixed","Central Virginia","5"
"Central Virginia","mixed","2016",258062,17.3629,20.2754,2.3696,17.1622,74.1752,5.4537,15.2618,48718.8,10.1205,12.2919,43.4371,69.9979,93150,0.1774,0.0802,35.2018,7.5221,32.8851,11.9736,14.1656,13.3955,5,0.7331,"mixed","Central Virginia","5"
"Central Virginia","mixed","2017",258995,17.7084,20.1498,2.5414,17.1343,73.4993,5.1432,14.1675,50950.2,9.2054,11.7743,43.8197,69.9979,93837,0.1781,0.0859,35.2018,7.5221,32.8851,11.9736,14.1656,13.3955,5,0.1514,"mixed","Central Virginia","5"
"Central Virginia","mixed","2018",260668,18.0878,19.9369,2.7391,17.1912,72.906,4.8259,14.1461,52103.8,9.1308,11.1068,45.379,73.1098,94279,0.1733,0,35.2018,7.5221,32.8851,11.9736,14.1656,13.3955,5,0.64,"mixed","Central Virginia","5"
"Central Virginia","mixed","2019",261652,18.4348,19.8405,2.8668,17.1992,72.5367,4.5308,13.2398,54371.2,8.4747,10.5914,46.37,75.8136,94279,0.1733,0,35.2018,7.5221,32.8851,11.9736,14.1656,13.3955,5,0.1765,"mixed","Central Virginia","5"
"Chesapeake","urban","2015",230601,11.4926,24.6994,5.0568,29.7405,70.3758,7.0713,9.7197,68620,8.7458,9.4531,44.4044,86.7315,100945,0.1859,0.0779,34.6,6.6,33.1,10.5,12.5,11.4,6,0.0379,"urban","Chesapeake","6"
"Chesapeake","urban","2016",233194,11.879,24.5251,5.272,29.7062,69.6247,5.9609,9.4838,69978,8.333,8.791,44.6889,86.7315,101419,0.184,0.08,34.6,6.6,33.1,10.5,12.5,11.4,6,0.5361,"urban","Chesapeake","6"
"Chesapeake","urban","2017",235410,12.1473,24.448,5.6111,29.808,68.5052,5.4911,9.6029,72214,8.1192,7.7658,43.8689,86.7315,102792,0.1858,0.0842,34.6,6.6,33.1,10.5,12.5,11.4,6,0.6922,"urban","Chesapeake","6"
"Chesapeake","urban","2018",237820,12.5427,24.2902,5.9373,29.8932,67.5494,4.8025,8.9817,75790,7.5445,7.7526,42.7175,88.9078,105593,0.1814,0,34.6,6.6,33.1,10.5,12.5,11.4,6,0.5124,"urban","Chesapeake","6"
"Chesapeake","urban","2019",239982,12.9531,24.2427,6.1771,30.0373,66.8422,4.3779,8.5651,78640,7.2554,8.0119,43.2638,90.2533,105593,0.1814,0,34.6,6.6,33.1,10.5,12.5,11.4,6,0.6864,"urban","Chesapeake","6"
"Chesterfield","urban","2015",373898,12.7364,24.3665,7.1824,21.4738,64.5682,6.6833,7.4365,66936.3333,9.3735,7.9539,48.7342,86.5814,147477,0.199,0.0996,32.1134,7.2095,33.6853,11.1064,11.8397,11.1241,7,0.5436,"urban","Chesterfield","7"
"Chesterfield","urban","2016",377679,13.3722,24.0498,7.3743,21.4314,63.8195,6.3528,7.5177,67064,8.5285,7.6864,48.6863,86.5814,154803,0.2007,0.0919,32.1134,7.2095,33.6853,11.1064,11.8397,11.1241,7,0.2272,"urban","Chesterfield","7"
"Chesterfield","urban","2017",381540,13.9267,23.7925,7.6608,21.4379,63.157,5.6198,7.3326,69454,7.8883,7.2087,49.6194,86.5814,156305,0.1988,0.0997,32.1134,7.2095,33.6853,11.1064,11.8397,11.1241,7,0.0368,"urban","Chesterfield","7"
"Chesterfield","urban","2018",385614,14.4888,23.6057,7.917,21.5838,61.8187,4.9153,7.273,72614.6667,7.5326,6.7733,50.8738,88.7145,157652,0.1936,0,32.1134,7.2095,33.6853,11.1064,11.8397,11.1241,7,0.709,"urban","Chesterfield","7"
"Chesterfield","urban","2019",389794,14.9305,23.4283,8.2105,21.7846,61.1193,4.8468,6.9345,75413,7.4999,6.5536,48.7889,89.7703,157652,0.1936,0,32.1134,7.2095,33.6853,11.1064,11.8397,11.1241,7,0.4555,"urban","Chesterfield","7"
"Chickahominy","urban","2015",149739,15.5624,22.2741,2.4215,12.7702,66.6897,4.8702,6.4456,70144.75,6.3702,6.0366,49.1558,81.247,74418,0.2178,0.0793,34.5372,7.9129,29.1179,10.5366,11.8915,11.4162,8,0.412,"urban","Chickahominy","8"
"Chickahominy","urban","2016",151315,16.2112,21.8749,2.5781,12.4165,66.1105,4.2729,6.262,73241.5,6.0421,5.8392,50,81.247,76265,0.2232,0.0773,34.5372,7.9129,29.1179,10.5366,11.8915,11.4162,8,0.5078,"urban","Chickahominy","8"
"Chickahominy","urban","2017",152911,16.8464,21.5367,2.7323,12.2437,64.7229,3.7551,5.96,76276.25,5.6836,5.8206,53.5069,81.247,77797,0.2226,0.0769,34.5372,7.9129,29.1179,10.5366,11.8915,11.4162,8,0.515,"urban","Chickahominy","8"
"Chickahominy","urban","2018",155029,17.4213,21.2992,2.8788,12.1435,63.6008,3.3028,5.7888,79320.75,5.2602,5.3075,53.8909,83.4319,80294,0.2193,0,34.5372,7.9129,29.1179,10.5366,11.8915,11.4162,8,0.2285,"urban","Chickahominy","8"
"Chickahominy","urban","2019",157102,18.024,21.0004,2.9548,12.2971,62.9685,2.9268,5.8624,82121.5,5.1789,5.5219,52.4378,83.8458,80294,0.2193,0,34.5372,7.9129,29.1179,10.5366,11.8915,11.4162,8,0.9383,"urban","Chickahominy","8"
"Crater","mixed","2015",156011,14.6586,20.8947,4.7804,47.6248,84.2125,10.9246,18.5038,42949.5,12.6814,20.71,40.5499,66.4933,53312,0.1677,0.0777,40.0231,6.8562,39.5453,15.1668,14.9562,15.2827,9,0.4517,"mixed","Crater","9"
"Crater","mixed","2016",155875,15.0909,20.4484,4.8898,47.907,83.2269,10.1889,18.7747,43955.5,11.8625,20.5444,41.7538,66.4933,52802,0.1711,0.0749,40.0231,6.8562,39.5453,15.1668,14.9562,15.2827,9,0.914,"mixed","Crater","9"
"Crater","mixed","2017",155493,15.3505,20.9971,5.1616,47.7964,82.9373,9.2949,18.8448,45820.375,10.9741,19.2373,41.8229,66.4933,53955,0.1701,0.0819,40.0231,6.8562,39.5453,15.1668,14.9562,15.2827,9,0.6245,"mixed","Crater","9"
"Crater","mixed","2018",155563,15.5686,21.0609,5.212,48.5289,82.6444,8.6128,17.1232,46943.625,10.4632,18.2123,43.3526,69.9527,54924,0.1663,0,40.0231,6.8562,39.5453,15.1668,14.9562,15.2827,9,0.6836,"mixed","Crater","9"
"Crater","mixed","2019",155284,15.9321,21.1812,5.4423,48.1769,81.7473,7.5797,16.4594,49347.375,9.8256,17.9068,45.8842,73.6111,54924,0.1663,0,40.0231,6.8562,39.5453,15.1668,14.9562,15.2827,9,0.484,"mixed","Crater","9"
"Cumberland Plateau","rural","2015",111064,18.3561,19.4645,0.7914,2.1087,87.8859,8.5504,20.7542,34003,13.5763,20.0162,35.2026,62.0987,33401,0.1639,0.0618,39.7955,8.6,37.1919,14.4021,16.1306,17.9038,10,0.6968,"rural","Cumberland Plateau","10"
"Cumberland Plateau","rural","2016",109802,19.0215,19.3621,0.8014,2.1511,87.3371,7.9616,19.405,34542.25,12.8124,19.7204,38.0416,62.0987,32435,0.1718,0.0634,39.7955,8.6,37.1919,14.4021,16.1306,17.9038,10,0.4173,"rural","Cumberland Plateau","10"
"Cumberland Plateau","rural","2017",108206,19.7281,19.2448,0.8595,2.1339,86.9642,7.4135,19.4277,35284,11.7878,19.031,41.9702,62.0987,32668,0.1681,0.0952,39.7955,8.6,37.1919,14.4021,16.1306,17.9038,10,0.403,"rural","Cumberland Plateau","10"
"Cumberland Plateau","rural","2018",106586,20.529,19.0363,0.7768,2.3127,86.906,7.2333,20.5206,35123,10.9555,18.7083,44.6783,64.1518,31975,0.1685,0,39.7955,8.6,37.1919,14.4021,16.1306,17.9038,10,0.0879,"rural","Cumberland Plateau","10"
"Cumberland Plateau","rural","2019",105288,21.2531,19.0221,0.9317,2.1712,87.0279,6.4011,21.8177,35936.25,10.2671,18.1243,44.0181,66.8769,31975,0.1685,0,39.7955,8.6,37.1919,14.4021,16.1306,17.9038,10,0.6228,"rural","Cumberland Plateau","10"
"Eastern Shore","rural","2015",45299,21.4883,20.6119,8.5763,30.7645,80.7384,7.4,20.4993,37233.5,18.3092,15.2897,43.4813,62.7533,15897,0.1676,0.0777,42.9515,8.8352,40.3924,16.9541,14.3837,16.873,11,0.7563,"rural","Eastern Shore","11"
"Eastern Shore","rural","2016",45178,21.9908,20.614,8.6524,30.7628,80.8145,6.9669,20.0956,37757,17.605,15.9574,38.7102,62.7533,16062,0.1688,0.0864,42.9515,8.8352,40.3924,16.9541,14.3837,16.873,11,0.5416,"rural","Eastern Shore","11"
"Eastern Shore","rural","2017",44838,22.4185,20.6454,8.7181,30.1641,79.4427,5.117,19.9595,41864,16.003,15.5092,41.5098,62.7533,16022,0.1686,0.0855,42.9515,8.8352,40.3924,16.9541,14.3837,16.873,11,0.0969,"rural","Eastern Shore","11"
"Eastern Shore","rural","2018",44699,22.8887,20.7007,8.8839,30.4168,80.638,3.8868,19.6561,43381.5,15.81,15.0604,45.0723,65.1251,16063,0.1699,0,42.9515,8.8352,40.3924,16.9541,14.3837,16.873,11,0.4868,"rural","Eastern Shore","11"
"Eastern Shore","rural","2019",44558,23.6029,20.8223,8.9142,29.8128,79.6777,3.8976,18.744,46650,15.109,13.7953,46.8575,70.0958,16063,0.1699,0,42.9515,8.8352,40.3924,16.9541,14.3837,16.873,11,0.0393,"rural","Eastern Shore","11"
"Fairfax","urban","2015",1165432,11.1312,23.9633,16.0486,9.1893,39.9908,4.7954,5.9468,112790.3333,10.7988,4.5649,52.6888,92.4374,635215,0.3562,0.0925,25.2481,6.4108,22.2889,8.4109,9.7913,8.6015,12,0.0572,"urban","Fairfax","12"
"Fairfax","urban","2016",1170104,11.6108,23.9289,16.0009,9.3346,39.6214,4.6156,5.9576,111212.6667,10.2008,4.4211,52.3728,92.4374,649853,0.3622,0.0898,25.2481,6.4108,22.2889,8.4109,9.7913,8.6015,12,0.5624,"urban","Fairfax","12"
"Fairfax","urban","2017",1179427,12.2158,23.705,16.1141,9.5128,39.2121,4.4159,6.136,113060,9.3818,4.4554,52.0209,92.4374,658744,0.3564,0.0877,25.2481,6.4108,22.2889,8.4109,9.7913,8.6015,12,0.935,"urban","Fairfax","12"
"Fairfax","urban","2018",1181461,12.6414,23.6599,16.1741,9.5471,38.7406,4.1085,6.1747,119167.6667,8.5364,4.2007,51.8686,93.3315,675123,0.3516,0,25.2481,6.4108,22.2889,8.4109,9.7913,8.6015,12,0.0248,"urban","Fairfax","12"
"Fairfax","urban","2019",1183521,13.1165,23.5727,16.2828,9.6509,38.2703,3.8363,6.1429,123140,8.1474,4.1912,52.1629,94.212,675123,0.3516,0,25.2481,6.4108,22.2889,8.4109,9.7913,8.6015,12,0.878,"urban","Fairfax","12"
"Hampton","urban","2015",137081,13.2126,22.0731,5.2035,50.0835,76.7916,9.2177,15.2707,49190,12.4588,13.844,37.8062,79.6359,53411,0.2291,0.0732,36.2,6.5,35.3,13.2,13.6,12.9,13,0.6872,"urban","Hampton","13"
"Hampton","urban","2016",136789,13.6619,21.8058,5.2899,50.3491,75.9993,8.37,15.6189,49890,11.7366,13.9425,40.3046,79.6359,53488,0.2317,0.0749,36.2,6.5,35.3,13.2,13.6,12.9,13,0.6209,"urban","Hampton","13"
"Hampton","urban","2017",136255,14.0861,21.4627,5.4229,50.0701,74.3929,7.3259,14.9319,52021,10.9949,12.8298,41.271,79.6359,54634,0.2246,0.0762,36.2,6.5,35.3,13.2,13.6,12.9,13,0.8212,"urban","Hampton","13"
"Hampton","urban","2018",135583,14.5439,21.2888,5.6047,50.1818,73.2216,6.7499,15.7667,54550,9.5108,12.7076,42.8717,80.5549,54413,0.2224,0,36.2,6.5,35.3,13.2,13.6,12.9,13,0.4875,"urban","Hampton","13"
"Hampton","urban","2019",135041,14.9695,21.1136,5.7634,49.9478,73.0998,5.6393,15.1828,56287,8.1119,12.3349,45.3672,82.2035,54413,0.2224,0,36.2,6.5,35.3,13.2,13.6,12.9,13,0.7368,"urban","Hampton","13"
"Henrico","urban","2015",318864,13.353,23.6003,5.2897,29.5565,59.3194,6.6965,10.7305,61934,10.6585,9.4976,50.3092,83.6657,193978,0.247,0.0816,35.6,6.8,32.3,11.1,11.7,11.1,14,0.4344,"urban","Henrico","14"
"Henrico","urban","2016",321921,13.7928,23.4918,5.2351,29.5908,59.1852,6.3369,10.6026,63699,9.9439,9.3036,50.0853,83.6657,200985,0.255,0.0862,35.6,6.8,32.3,11.1,11.7,11.1,14,0.4089,"urban","Henrico","14"
"Henrico","urban","2017",324073,14.1548,23.308,5.4173,29.5119,57.946,5.836,10.4368,66447,8.705,8.9062,50.2991,83.6657,201454,0.2513,0.0892,35.6,6.8,32.3,11.1,11.7,11.1,14,0.971,"urban","Henrico","14"
"Henrico","urban","2018",325642,14.5844,23.0907,5.515,29.5146,57.0605,5.27,9.9826,68572,8.2741,8.174,50.6412,85.6755,205080,0.2467,0,35.6,6.8,32.3,11.1,11.7,11.1,14,0.308,"urban","Henrico","14"
"Henrico","urban","2019",327535,14.9862,22.9084,5.647,29.7416,56.2834,4.4409,9.1473,70307,7.5708,7.6605,49.8447,86.3806,205080,0.2467,0,35.6,6.8,32.3,11.1,11.7,11.1,14,0.9145,"urban","Henrico","14"
"Lenowisco","mixed","2015",92313,17.38,19.6105,1.4061,3.7568,86.9065,10.8348,22.7457,33366,13.1104,21.9096,36.7881,60.733,25527,0.1713,0.0755,38.9152,8.1761,35.7236,14.3335,16.4723,17.7044,15,0.7568,"mixed","Lenowisco","15"
"Lenowisco","mixed","2016",91341,17.9011,19.5192,1.4539,3.8701,86.7043,10.3401,22.4777,32986.5,13.0474,21.5794,34.677,60.733,25310,0.183,0.0743,38.9152,8.1761,35.7236,14.3335,16.4723,17.7044,15,0.8243,"mixed","Lenowisco","15"
"Lenowisco","mixed","2017",90300,18.5327,19.526,1.4352,3.9502,86.8888,9.3568,21.3163,34135.25,11.8853,22.183,35.1111,60.733,26148,0.1788,0.0724,38.9152,8.1761,35.7236,14.3335,16.4723,17.7044,15,0.7062,"mixed","Lenowisco","15"
"Lenowisco","mixed","2018",89158,19.1009,19.4262,1.4267,4.0456,86.2896,8.7573,21.998,34569.5,11.5601,22.9368,33.6965,61.1256,25102,0.1727,0,38.9152,8.1761,35.7236,14.3335,16.4723,17.7044,15,0.1579,"mixed","Lenowisco","15"
"Lenowisco","mixed","2019",88306,19.9148,19.0802,1.4722,3.7812,86.1647,8.2093,21.6085,35149,10.9442,21.4677,34.201,61.0761,25102,0.1727,0,38.9152,8.1761,35.7236,14.3335,16.4723,17.7044,15,0.827,"mixed","Lenowisco","15"
"Lord Fairfax","mixed","2015",227855,16.1682,22.5499,6.8943,4.4919,76.0117,6.3243,10.594,56751.8333,12.9086,9.5926,46.0143,73.7332,85192,0.1874,0.0844,34.1037,7.891,32.7145,11.3421,13.5082,13.4033,16,0.6393,"mixed","Lord Fairfax","16"
"Lord Fairfax","mixed","2016",229400,16.6818,22.2677,7.0218,4.1151,75.8294,5.7098,9.9688,57765.8333,12.1468,9.3795,45.2141,73.7332,88345,0.1869,0.0797,34.1037,7.891,32.7145,11.3421,13.5082,13.4033,16,0.982,"mixed","Lord Fairfax","16"
"Lord Fairfax","mixed","2017",231170,17.0935,22.3117,7.3059,4.0373,75.8167,4.9522,9.46,59653.8333,11.4917,9.1906,48.2421,73.7332,90722,0.188,0.09,34.1037,7.891,32.7145,11.3421,13.5082,13.4033,16,0.6888,"mixed","Lord Fairfax","16"
"Lord Fairfax","mixed","2018",233550,17.5337,22.2346,7.6181,4.1255,75.1941,4.5739,10.2831,62674,11.2336,8.5852,46.9546,75.9439,91360,0.1887,0,34.1037,7.891,32.7145,11.3421,13.5082,13.4033,16,0.764,"mixed","Lord Fairfax","16"
"Lord Fairfax","mixed","2019",235239,17.9566,22.1345,7.9064,4.1804,74.8133,4.139,9.9614,65834.3333,10.0395,8.5964,49.3911,78.4595,91360,0.1887,0,34.1037,7.891,32.7145,11.3421,13.5082,13.4033,16,0.6191,"mixed","Lord Fairfax","16"
"Loudoun","urban","2015",351129,7.6103,29.7198,13.1783,7.432,41.8293,4.0091,4.0217,123453,7.9709,3.4267,52.7088,93.2357,152433,0.3079,0.1118,24.6,5.6,23.4,7.5,9.7,8.4,17,0.2042,"urban","Loudoun","17"
"Loudoun","urban","2016",362435,8.0097,29.3799,13.3009,7.3392,41.1599,3.8977,3.9674,125672,7.4711,3.3782,51.1716,93.2357,160597,0.314,0.1127,24.6,5.6,23.4,7.5,9.7,8.4,17,0.4509,"urban","Loudoun","17"
"Loudoun","urban","2017",374558,8.3223,29.0377,13.4628,7.5644,40.1978,3.7478,3.682,129588,6.7624,3.5771,51.4779,93.2357,167435,0.3089,0.1155,24.6,5.6,23.4,7.5,9.7,8.4,17,0.4719,"urban","Loudoun","17"
"Loudoun","urban","2018",385143,8.6371,28.8168,13.5324,7.4609,39.2091,3.4659,3.7119,136268,6.1986,3.3493,50.5073,93.8727,167848,0.3081,0,24.6,5.6,23.4,7.5,9.7,8.4,17,0.4397,"urban","Loudoun","17"
"Loudoun","urban","2019",395134,9.0134,28.502,13.6187,7.5686,38.6564,3.2208,3.3949,142299,5.7321,3.1383,51.9567,94.776,167848,0.3081,0,24.6,5.6,23.4,7.5,9.7,8.4,17,0.987,"urban","Loudoun","17"
"Mount Rogers","mixed","2015",192174,20.0428,19.6182,2.3723,2.582,82.392,7.7615,16.6084,37357.625,12.8677,16.8707,43.613,67.1989,73521,0.1591,0.0765,38.6038,8.7745,33.9526,13.2726,14.8162,16.1531,18,0.8238,"mixed","Mount Rogers","18"
"Mount Rogers","mixed","2016",190969,20.5698,19.5163,2.413,2.5522,82.1064,6.8354,16.643,38548.75,12.0125,16.1815,43.5499,67.1989,74762,0.1609,0.0705,38.6038,8.7745,33.9526,13.2726,14.8162,16.1531,18,0.2321,"mixed","Mount Rogers","18"
