,Item,Price,Other_Info,Location,Store
426,Medium Chunky Salsa 24oz - Good & Gather,1.49,,"Alexandria
3101 Richmond Hwy, Alexandria, VA 22305-3042
Set as my store
Store Details",Target
427,Frozen Butternut Squash - 12oz - Good & Gather,2.19,,"Alexandria
3101 Richmond Hwy, Alexandria, VA 22305-3042
Set as my store
Store Details",Target
428,Mild Roasted Salsa Verde 16oz - Good & Gather,2.49,,"Alexandria
3101 Richmond Hwy, Alexandria, VA 22305-3042
Set as my store
Store Details",Target
429,Roma Tomato - 1lb Bag,1.29,,"Alexandria
3101 Richmond Hwy, Alexandria, VA 22305-3042
Set as my store
Store Details",Target
430,Avocado - each,0.89,,"Ballston
740 N Glebe Rd, Arlington, VA 22203-2257
Confirm as my store
Store Details",Target
431,Low Sodium Black Beans - 15.5oz - Good & Gather,0.79,,"Ballston
740 N Glebe Rd, Arlington, VA 22203-2257
Confirm as my store
Store Details",Target
432,Shredded Mexican-Style Cheese - 8oz - Good & Gather,1.99,,"Ballston
740 N Glebe Rd, Arlington, VA 22203-2257
Confirm as my store
Store Details",Target
433,Mission gluten Free White Corn Tortillas - 25oz/30ct,2.79,,"Ballston
740 N Glebe Rd, Arlington, VA 22203-2257
Confirm as my store
Store Details",Target
434,Diced Green Chiles Mild 4oz - Market Pantry,0.99,,"Ballston
740 N Glebe Rd, Arlington, VA 22203-2257
Confirm as my store
Store Details",Target
435,Sliced Jalapeno Peppers 12oz - Market Pantry,1.39,,"Ballston
740 N Glebe Rd, Arlington, VA 22203-2257
Confirm as my store
Store Details",Target
436,Chickpeas Garbanzo Beans - 15.5oz - Good & Gather,0.79,,"Ballston
740 N Glebe Rd, Arlington, VA 22203-2257
Confirm as my store
Store Details",Target
437,Maseca Gluten Free Instant Corn Masa Flour - 4.4 lbs,3.59,,"Ballston
740 N Glebe Rd, Arlington, VA 22203-2257
Confirm as my store
Store Details",Target
438,Fruit Cocktail In 100% Fruit Juice 15oz - Market Pantry,0.99,,"Ballston
740 N Glebe Rd, Arlington, VA 22203-2257
Confirm as my store
Store Details",Target
439,Tri-Colored Bell Peppers - 16oz/3ct - Good & Gather,3.39,,"Ballston
740 N Glebe Rd, Arlington, VA 22203-2257
Confirm as my store
Store Details",Target
440,Pinto Beans - 15.5oz - Good & Gather,0.79,,"Ballston
740 N Glebe Rd, Arlington, VA 22203-2257
Confirm as my store
Store Details",Target
441,Minute Instant White Rice - 14oz,1.99,,"Ballston
740 N Glebe Rd, Arlington, VA 22203-2257
Confirm as my store
Store Details",Target
442,Medium Chunky Salsa 24oz - Good & Gather,1.49,,"Ballston
740 N Glebe Rd, Arlington, VA 22203-2257
Confirm as my store
Store Details",Target
443,Frozen Butternut Squash - 12oz - Good & Gather,2.39,,"Ballston
740 N Glebe Rd, Arlington, VA 22203-2257
Confirm as my store
Store Details",Target
444,Mild Roasted Salsa Verde 16oz - Good & Gather,2.49,,"Ballston
740 N Glebe Rd, Arlington, VA 22203-2257
Confirm as my store
Store Details",Target
445,Roma Tomato - 1lb Bag,1.29,,"Ballston
740 N Glebe Rd, Arlington, VA 22203-2257
Confirm as my store
Store Details",Target
446,Avocado - each,0.89,,"Falls Church
6100 Arlington Blvd, Falls Church, VA 22044-2901
Set as my store
Store Details",Target
447,Low Sodium Black Beans - 15.5oz - Good & Gather,0.79,,"Falls Church
6100 Arlington Blvd, Falls Church, VA 22044-2901
Set as my store
Store Details",Target
448,Shredded Mexican-Style Cheese - 8oz - Good & Gather,1.99,,"Falls Church
6100 Arlington Blvd, Falls Church, VA 22044-2901
Set as my store
Store Details",Target
449,Mission gluten Free White Corn Tortillas - 25oz/30ct,2.79,,"Falls Church
6100 Arlington Blvd, Falls Church, VA 22044-2901
Set as my store
Store Details",Target
450,Diced Green Chiles Mild 4oz - Market Pantry,0.95,,"Falls Church
6100 Arlington Blvd, Falls Church, VA 22044-2901
Set as my store
Store Details",Target
451,Sliced Jalapeno Peppers 12oz - Market Pantry,1.39,,"Falls Church
6100 Arlington Blvd, Falls Church, VA 22044-2901
Set as my store
Store Details",Target
452,Chickpeas Garbanzo Beans - 15.5oz - Good & Gather,0.79,,"Falls Church
6100 Arlington Blvd, Falls Church, VA 22044-2901
Set as my store
Store Details",Target
453,Maseca Gluten Free Instant Corn Masa Flour - 4.4 lbs,3.59,,"Falls Church
6100 Arlington Blvd, Falls Church, VA 22044-2901
Set as my store
Store Details",Target
454,Fruit Cocktail In 100% Fruit Juice 15oz - Market Pantry,1.19,,"Falls Church
6100 Arlington Blvd, Falls Church, VA 22044-2901
Set as my store
Store Details",Target
455,Tri-Colored Bell Peppers - 16oz/3ct - Good & Gather,3.39,,"Falls Church
6100 Arlington Blvd, Falls Church, VA 22044-2901
Set as my store
Store Details",Target
456,Pinto Beans - 15.5oz - Good & Gather,0.79,,"Falls Church
6100 Arlington Blvd, Falls Church, VA 22044-2901
Set as my store
Store Details",Target
457,Minute Instant White Rice - 14oz,2.29,,"Falls Church
6100 Arlington Blvd, Falls Church, VA 22044-2901
Set as my store
Store Details",Target
458,Medium Chunky Salsa 24oz - Good & Gather,1.49,,"Falls Church
6100 Arlington Blvd, Falls Church, VA 22044-2901
Set as my store
Store Details",Target
459,Frozen Butternut Squash - 12oz - Good & Gather,2.19,,"Falls Church
6100 Arlington Blvd, Falls Church, VA 22044-2901
Set as my store
Store Details",Target
460,Mild Roasted Salsa Verde 16oz - Good & Gather,2.49,,"Falls Church
6100 Arlington Blvd, Falls Church, VA 22044-2901
Set as my store
Store Details",Target
461,Roma Tomato - 1lb Bag,1.29,,"Falls Church
6100 Arlington Blvd, Falls Church, VA 22044-2901
Set as my store
Store Details",Target
462,Avocado - each,0.89,,"Falls Church Tinner Hill
500 S. Washington St, Falls Church, VA 22046
Set as my store
Store Details",Target
463,Low Sodium Black Beans - 15.5oz - Good & Gather,0.79,,"Falls Church Tinner Hill
500 S. Washington St, Falls Church, VA 22046
Set as my store
Store Details",Target
464,Shredded Mexican-Style Cheese - 8oz - Good & Gather,1.99,,"Falls Church Tinner Hill
500 S. Washington St, Falls Church, VA 22046
Set as my store
Store Details",Target
465,Mission gluten Free White Corn Tortillas - 25oz/30ct,2.79,,"Falls Church Tinner Hill
500 S. Washington St, Falls Church, VA 22046
Set as my store
Store Details",Target
466,Diced Green Chiles Mild 4oz - Market Pantry,0.95,,"Falls Church Tinner Hill
500 S. Washington St, Falls Church, VA 22046
Set as my store
Store Details",Target
467,Sliced Jalapeno Peppers 12oz - Market Pantry,1.39,,"Falls Church Tinner Hill
500 S. Washington St, Falls Church, VA 22046
Set as my store
Store Details",Target
468,Chickpeas Garbanzo Beans - 15.5oz - Good & Gather,0.79,,"Falls Church Tinner Hill
500 S. Washington St, Falls Church, VA 22046
Set as my store
Store Details",Target
469,Maseca Gluten Free Instant Corn Masa Flour - 4.4 lbs,3.59,,"Falls Church Tinner Hill
500 S. Washington St, Falls Church, VA 22046
Set as my store
Store Details",Target
470,Fruit Cocktail In 100% Fruit Juice 15oz - Market Pantry,1.19,,"Falls Church Tinner Hill
500 S. Washington St, Falls Church, VA 22046
Set as my store
Store Details",Target
471,Tri-Colored Bell Peppers - 16oz/3ct - Good & Gather,3.39,,"Falls Church Tinner Hill
500 S. Washington St, Falls Church, VA 22046
Set as my store
Store Details",Target
472,Pinto Beans - 15.5oz - Good & Gather,0.79,,"Falls Church Tinner Hill
500 S. Washington St, Falls Church, VA 22046
Set as my store
Store Details",Target
473,Minute Instant White Rice - 14oz,2.29,,"Falls Church Tinner Hill
500 S. Washington St, Falls Church, VA 22046
Set as my store
Store Details",Target
474,Medium Chunky Salsa 24oz - Good & Gather,1.49,,"Falls Church Tinner Hill
500 S. Washington St, Falls Church, VA 22046
Set as my store
Store Details",Target
475,Frozen Butternut Squash - 12oz - Good & Gather,2.29,,"Falls Church Tinner Hill
500 S. Washington St, Falls Church, VA 22046
Set as my store
Store Details",Target
476,Mild Roasted Salsa Verde 16oz - Good & Gather,2.49,,"Falls Church Tinner Hill
500 S. Washington St, Falls Church, VA 22046
Set as my store
Store Details",Target
477,Roma Tomato - 1lb Bag,1.29,,"Falls Church Tinner Hill
500 S. Washington St, Falls Church, VA 22046
Set as my store
Store Details",Target
478,Avocado - each,0.95,,"Rosslyn
1500 Wilson Blvd, Rosslyn, VA 22209-2458
Set as my store
Store Details",Target
479,Low Sodium Black Beans - 15.5oz - Good & Gather,0.85,,"Rosslyn
1500 Wilson Blvd, Rosslyn, VA 22209-2458
Set as my store
Store Details",Target
480,Shredded Mexican-Style Cheese - 8oz - Good & Gather,2.19,,"Rosslyn
1500 Wilson Blvd, Rosslyn, VA 22209-2458
Set as my store
Store Details",Target
481,Mission gluten Free White Corn Tortillas - 25oz/30ct,2.79,,"Rosslyn
1500 Wilson Blvd, Rosslyn, VA 22209-2458
Set as my store
Store Details",Target
482,Diced Green Chiles Mild 4oz - Market Pantry,0.99,,"Rosslyn
1500 Wilson Blvd, Rosslyn, VA 22209-2458
Set as my store
Store Details",Target
483,Sliced Jalapeno Peppers 12oz - Market Pantry,1.39,,"Rosslyn
1500 Wilson Blvd, Rosslyn, VA 22209-2458
Set as my store
Store Details",Target
484,Chickpeas Garbanzo Beans - 15.5oz - Good & Gather,0.85,,"Rosslyn
1500 Wilson Blvd, Rosslyn, VA 22209-2458
Set as my store
Store Details",Target
485,Maseca Gluten Free Instant Corn Masa Flour - 4.4 lbs,3.69,,"Rosslyn
1500 Wilson Blvd, Rosslyn, VA 22209-2458
Set as my store
Store Details",Target
486,Fruit Cocktail In 100% Fruit Juice 15oz - Market Pantry,1.19,,"Rosslyn
1500 Wilson Blvd, Rosslyn, VA 22209-2458
Set as my store
Store Details",Target
487,Tri-Colored Bell Peppers - 16oz/3ct - Good & Gather,3.39,,"Rosslyn
1500 Wilson Blvd, Rosslyn, VA 22209-2458
Set as my store
Store Details",Target
488,Pinto Beans - 15.5oz - Good & Gather,0.85,,"Rosslyn
1500 Wilson Blvd, Rosslyn, VA 22209-2458
Set as my store
Store Details",Target
489,Minute Instant White Rice - 14oz,1.99,,"Rosslyn
1500 Wilson Blvd, Rosslyn, VA 22209-2458
Set as my store
Store Details",Target
490,Medium Chunky Salsa 24oz - Good & Gather,1.49,,"Rosslyn
1500 Wilson Blvd, Rosslyn, VA 22209-2458
Set as my store
Store Details",Target
491,Frozen Butternut Squash - 12oz - Good & Gather,2.49,,"Rosslyn
1500 Wilson Blvd, Rosslyn, VA 22209-2458
Set as my store
Store Details",Target
492,Mild Roasted Salsa Verde 16oz - Good & Gather,2.49,,"Rosslyn
1500 Wilson Blvd, Rosslyn, VA 22209-2458
Set as my store
Store Details",Target
493,Roma Tomato - 1lb Bag,1.29,,"Rosslyn
1500 Wilson Blvd, Rosslyn, VA 22209-2458
Set as my store
Store Details",Target
494,Avocado - each,0.89,,"Skyline
5115 Leesburg Pike, Falls Church, VA 22041-3207
Set as my store
Store Details",Target
495,Low Sodium Black Beans - 15.5oz - Good & Gather,0.79,,"Skyline
5115 Leesburg Pike, Falls Church, VA 22041-3207
Set as my store
Store Details",Target
496,Shredded Mexican-Style Cheese - 8oz - Good & Gather,1.99,,"Skyline
5115 Leesburg Pike, Falls Church, VA 22041-3207
Set as my store
Store Details",Target
497,Mission gluten Free White Corn Tortillas - 25oz/30ct,2.79,,"Skyline
5115 Leesburg Pike, Falls Church, VA 22041-3207
Set as my store
Store Details",Target
498,Diced Green Chiles Mild 4oz - Market Pantry,0.95,,"Skyline
5115 Leesburg Pike, Falls Church, VA 22041-3207
Set as my store
Store Details",Target
499,Sliced Jalapeno Peppers 12oz - Market Pantry,1.39,,"Skyline
5115 Leesburg Pike, Falls Church, VA 22041-3207
Set as my store
Store Details",Target
500,Chickpeas Garbanzo Beans - 15.5oz - Good & Gather,0.79,,"Skyline
5115 Leesburg Pike, Falls Church, VA 22041-3207
Set as my store
Store Details",Target
501,Maseca Gluten Free Instant Corn Masa Flour - 4.4 lbs,3.59,,"Skyline
5115 Leesburg Pike, Falls Church, VA 22041-3207
Set as my store
Store Details",Target
502,Fruit Cocktail In 100% Fruit Juice 15oz - Market Pantry,1.19,,"Skyline
5115 Leesburg Pike, Falls Church, VA 22041-3207
Set as my store
Store Details",Target
503,Tri-Colored Bell Peppers - 16oz/3ct - Good & Gather,3.39,,"Skyline
5115 Leesburg Pike, Falls Church, VA 22041-3207
Set as my store
Store Details",Target
504,Pinto Beans - 15.5oz - Good & Gather,0.79,,"Skyline
5115 Leesburg Pike, Falls Church, VA 22041-3207
Set as my store
Store Details",Target
505,Minute Instant White Rice - 14oz,2.29,,"Skyline
5115 Leesburg Pike, Falls Church, VA 22041-3207
Set as my store
Store Details",Target
506,Medium Chunky Salsa 24oz - Good & Gather,1.49,,"Skyline
5115 Leesburg Pike, Falls Church, VA 22041-3207
Set as my store
Store Details",Target
507,Frozen Butternut Squash - 12oz - Good & Gather,2.19,,"Skyline
5115 Leesburg Pike, Falls Church, VA 22041-3207
Set as my store
Store Details",Target
508,Mild Roasted Salsa Verde 16oz - Good & Gather,2.49,,"Skyline
5115 Leesburg Pike, Falls Church, VA 22041-3207
Set as my store
Store Details",Target
509,Roma Tomato - 1lb Bag,1.29,,"Skyline
5115 Leesburg Pike, Falls Church, VA 22041-3207
Set as my store
Store Details",Target
510,Large Hass Avocado,1.99,,"Arlington VA - 2700 Wilson Blvd, Arlington, VA 22201",Whole Foods
511,"Shelf-Stable Beans, Black - No Salt Added, 15 oz",0.79,,"Arlington VA - 2700 Wilson Blvd, Arlington, VA 22201",Whole Foods
512,"Shredded Mexican Blend, 8 oz",2.99,,"Arlington VA - 2700 Wilson Blvd, Arlington, VA 22201",Whole Foods
513,"Organic Tortillas, Flour (6 Tortillas), 12 oz",2.29,,"Arlington VA - 2700 Wilson Blvd, Arlington, VA 22201",Whole Foods
514,"Organic Large Chopped Green Chiles, 7 oz",2.79,,"Arlington VA - 2700 Wilson Blvd, Arlington, VA 22201",Whole Foods
515,Green Jalapeno Pepper,1.99,,"Arlington VA - 2700 Wilson Blvd, Arlington, VA 22201",Whole Foods
516,"Shelf-Stable Beans, Garbanzo - No Salt Added, 15.5 oz",0.79,,"Arlington VA - 2700 Wilson Blvd, Arlington, VA 22201",Whole Foods
517,Green Bell Pepper,1.99,,"Arlington VA - 2700 Wilson Blvd, Arlington, VA 22201",Whole Foods
518,"Shelf-Stable Beans, Pinto - No Salt Added, 15.5 oz",0.79,,"Arlington VA - 2700 Wilson Blvd, Arlington, VA 22201",Whole Foods
519,"Enriched Long Grain White Rice, 80 oz",5.99,,"Arlington VA - 2700 Wilson Blvd, Arlington, VA 22201",Whole Foods
520,"Salsa, Small Batch Taqueria - Medium, 16 oz",2.79,,"Arlington VA - 2700 Wilson Blvd, Arlington, VA 22201",Whole Foods
521,Zucchini Squash,1.99,,"Arlington VA - 2700 Wilson Blvd, Arlington, VA 22201",Whole Foods
522,Sale Price2 for $6,4.99,,"Arlington VA - 2700 Wilson Blvd, Arlington, VA 22201",Whole Foods
523,Roma Tomato,1.79,,"Arlington VA - 2700 Wilson Blvd, Arlington, VA 22201",Whole Foods
524,Large Hass Avocado,1.99,,"Pentagon City - 520 12th St South, Arlington, VA 22202",Whole Foods
525,"Shelf-Stable Beans, Black - No Salt Added, 15 oz",0.79,,"Pentagon City - 520 12th St South, Arlington, VA 22202",Whole Foods
526,"Shredded Mexican Blend, 8 oz",2.99,,"Pentagon City - 520 12th St South, Arlington, VA 22202",Whole Foods
527,"Organic Tortillas, Flour (6 Tortillas), 12 oz",2.29,,"Pentagon City - 520 12th St South, Arlington, VA 22202",Whole Foods
528,"Organic Large Chopped Green Chiles, 7 oz",2.79,,"Pentagon City - 520 12th St South, Arlington, VA 22202",Whole Foods
529,Jalapeno Pepper,2.99,,"Pentagon City - 520 12th St South, Arlington, VA 22202",Whole Foods
530,"Shelf-Stable Beans, Garbanzo - No Salt Added, 15.5 oz",0.79,,"Pentagon City - 520 12th St South, Arlington, VA 22202",Whole Foods
531,Green Bell Pepper,1.99,,"Pentagon City - 520 12th St South, Arlington, VA 22202",Whole Foods
532,"Shelf-Stable Beans, Pinto - No Salt Added, 15.5 oz",0.79,,"Pentagon City - 520 12th St South, Arlington, VA 22202",Whole Foods
533,"Enriched Long Grain White Rice, 80 oz",5.99,,"Pentagon City - 520 12th St South, Arlington, VA 22202",Whole Foods
534,"Salsa, Small Batch Taqueria - Medium, 16 oz",2.79,,"Pentagon City - 520 12th St South, Arlington, VA 22202",Whole Foods
535,Zucchini Squash,1.99,,"Pentagon City - 520 12th St South, Arlington, VA 22202",Whole Foods
536,Husked Tomatillos,3.49,,"Pentagon City - 520 12th St South, Arlington, VA 22202",Whole Foods
537,Roma Tomato,1.79,,"Pentagon City - 520 12th St South, Arlington, VA 22202",Whole Foods
538,Large Hass Avocado,1.99,,"Tysons - 7511 Leesburg Pike, Falls Church, VA 22043",Whole Foods
539,"Shelf-Stable Beans, Black - No Salt Added, 15 oz",0.79,,"Tysons - 7511 Leesburg Pike, Falls Church, VA 22043",Whole Foods
540,"Shredded Mexican Blend, 8 oz",2.99,,"Tysons - 7511 Leesburg Pike, Falls Church, VA 22043",Whole Foods
541,"Organic Tortillas, Flour (6 Tortillas), 12 oz",2.29,,"Tysons - 7511 Leesburg Pike, Falls Church, VA 22043",Whole Foods
542,"Organic Large Chopped Green Chiles, 7 oz",2.79,,"Tysons - 7511 Leesburg Pike, Falls Church, VA 22043",Whole Foods
543,Green Jalapeno Pepper,1.99,,"Tysons - 7511 Leesburg Pike, Falls Church, VA 22043",Whole Foods
544,"Shelf-Stable Beans, Garbanzo - No Salt Added, 15.5 oz",0.79,,"Tysons - 7511 Leesburg Pike, Falls Church, VA 22043",Whole Foods
545,Green Bell Pepper,1.99,,"Tysons - 7511 Leesburg Pike, Falls Church, VA 22043",Whole Foods
546,"Shelf-Stable Beans, Pinto - No Salt Added, 15.5 oz",0.79,,"Tysons - 7511 Leesburg Pike, Falls Church, VA 22043",Whole Foods
547,"Enriched Long Grain White Rice, 80 oz",5.99,,"Tysons - 7511 Leesburg Pike, Falls Church, VA 22043",Whole Foods
548,"Salsa, Small Batch Taqueria - Medium, 16 oz",2.79,,"Tysons - 7511 Leesburg Pike, Falls Church, VA 22043",Whole Foods
549,Zucchini Squash,1.99,,"Tysons - 7511 Leesburg Pike, Falls Church, VA 22043",Whole Foods
550,Husked Tomatillos,3.49,,"Tysons - 7511 Leesburg Pike, Falls Church, VA 22043",Whole Foods
551,Roma Tomato,1.79,,"Tysons - 7511 Leesburg Pike, Falls Church, VA 22043",Whole Foods
